-2.16287,54.08835,380
-2.16287,54.08835,380
-2.16287,54.08835,380
-2.16287,54.08835,380
-2.16287,54.08835,380
-2.16287,54.08835,380
-2.16287,54.08835,380
-2.16287,54.08835,380
-2.1626,54.08822,383
-2.16215,54.08805,399
-2.16162,54.08784,414
-2.16116,54.08758,437
-2.16075,54.08746,460
-2.16029,54.08728,481
-2.15976,54.08711,501
-2.15933,54.08703,513
-2.15895,54.08685,529
-2.15856,54.08666,540
-2.15793,54.08652,552
-2.15737,54.08641,566
-2.15679,54.08622,584
-2.1563,54.08608,598
-2.15574,54.08578,613
-2.15521,54.0855,630
-2.15463,54.0853,645
-2.15401,54.08504,662
-2.15342,54.0847,676
-2.15301,54.08436,692
-2.15265,54.08403,706
-2.15215,54.08365,720
-2.15157,54.08328,734
-2.15097,54.08292,749
-2.15037,54.08258,764
-2.1499,54.08234,782
-2.14962,54.08208,798
-2.14926,54.08167,822
-2.14895,54.08126,840
-2.14852,54.08085,856
-2.14818,54.08044,872
-2.14767,54.07999,891
-2.14719,54.07973,908
-2.14677,54.07947,923
-2.14639,54.07915,941
-2.14605,54.0788,957
-2.14558,54.07842,980
-2.14502,54.07801,1004
-2.14452,54.07771,1024
-2.14419,54.07732,1037
-2.14383,54.07687,1050
-2.14333,54.07646,1070
-2.14298,54.07604,1088
-2.14242,54.07559,1106
-2.142,54.07518,1124
-2.14154,54.0748,1138
-2.14119,54.07444,1152
-2.14067,54.0741,1165
-2.14025,54.07377,1172
-2.13994,54.07335,1179
-2.1395,54.07289,1189
-2.1389,54.07242,1202
-2.13843,54.07203,1218
-2.13804,54.07163,1238
-2.1376,54.07115,1263
-2.13721,54.07078,1284
-2.13698,54.07041,1300
-2.13656,54.07008,1318
-2.13612,54.06975,1339
-2.13564,54.06937,1358
-2.13517,54.06907,1376
-2.13474,54.0687,1389
-2.1343,54.06843,1409
-2.13402,54.06821,1428
-2.13364,54.06797,1448
-2.133,54.0677,1465
-2.1324,54.06739,1483
-2.13191,54.06713,1504
-2.13154,54.06692,1521
-2.13125,54.06663,1538
-2.1309,54.06625,1553
-2.13048,54.06592,1572
-2.13012,54.06552,1592
-2.12985,54.06513,1612
-2.12947,54.06489,1632
-2.12905,54.06457,1655
-2.12853,54.06428,1679
-2.12812,54.06393,1701
-2.12754,54.06363,1719
-2.12717,54.0634,1737
-2.12681,54.06307,1761
-2.12639,54.06277,1786
-2.12593,54.06255,1806
-2.12556,54.0623,1829
-2.12503,54.06194,1852
-2.1243,54.06159,1871
-2.12381,54.06134,1893
-2.12339,54.06098,1915
-2.12295,54.06066,1940
-2.12241,54.0603,1965
-2.12196,54.05992,1988
-2.12137,54.05961,2010
-2.12072,54.05921,2033
-2.12023,54.05874,2058
-2.11976,54.05826,2080
-2.11919,54.0577,2096
-2.1187,54.05705,2108
-2.11819,54.05654,2122
-2.11762,54.05605,2134
-2.11704,54.05559,2148
-2.11648,54.05511,2160
-2.11591,54.05465,2171
-2.11553,54.05422,2185
-2.11512,54.05379,2197
-2.11456,54.05339,2211
-2.11403,54.05299,2222
-2.11364,54.05268,2234
-2.11305,54.05228,2245
-2.11252,54.05181,2255
-2.1121,54.05139,2264
-2.11159,54.05103,2274
-2.11108,54.0506,2283
-2.11063,54.05013,2292
-2.11024,54.04968,2301
-2.10987,54.04928,2311
-2.10945,54.04883,2319
-2.1091,54.04841,2329
-2.1087,54.04795,2339
-2.10843,54.04756,2346
-2.10809,54.04714,2357
-2.10758,54.04672,2366
-2.10723,54.04619,2377
-2.10692,54.04575,2387
-2.10656,54.04534,2397
-2.1062,54.04487,2408
-2.10588,54.04444,2419
-2.10557,54.04404,2432
-2.10507,54.04361,2442
-2.10461,54.04318,2454
-2.10423,54.04287,2465
-2.10384,54.04247,2475
-2.10346,54.04201,2487
-2.10297,54.04149,2498
-2.10248,54.04108,2511
-2.10209,54.04058,2523
-2.10169,54.04012,2536
-2.10123,54.03972,2547
-2.10077,54.03929,2560
-2.10034,54.0388,2572
-2.09987,54.03833,2584
-2.09946,54.03784,2597
-2.09909,54.0374,2609
-2.09865,54.03697,2622
-2.09827,54.0366,2635
-2.09783,54.0361,2649
-2.09751,54.03562,2664
-2.09725,54.03515,2678
-2.09688,54.03477,2692
-2.09642,54.03433,2707
-2.09601,54.03383,2723
-2.09562,54.0333,2736
-2.09535,54.03284,2751
-2.09509,54.03244,2769
-2.09484,54.03197,2786
-2.09461,54.0315,2801
-2.09435,54.03112,2820
-2.09414,54.03075,2839
-2.09395,54.03048,2855
-2.09372,54.0301,2871
-2.09338,54.02965,2885
-2.09308,54.02926,2899
-2.09283,54.02884,2912
-2.09248,54.02849,2924
-2.09215,54.02811,2937
-2.09183,54.02767,2950
-2.0916,54.02726,2963
-2.09133,54.02694,2978
-2.09093,54.02658,2993
-2.09053,54.02619,3009
-2.09028,54.02592,3024
-2.08987,54.02554,3040
-2.08956,54.0251,3056
-2.08921,54.02471,3072
-2.08887,54.02437,3086
-2.08843,54.02394,3101
-2.08809,54.02352,3116
-2.08766,54.02309,3131
-2.0873,54.02268,3147
-2.087,54.02231,3162
-2.08663,54.02197,3177
-2.08628,54.02161,3192
-2.08587,54.02127,3207
-2.08548,54.02091,3222
-2.08508,54.02063,3236
-2.0847,54.02027,3250
-2.08427,54.01981,3265
-2.08385,54.01942,3280
-2.08349,54.01902,3297
-2.0831,54.01866,3314
-2.08267,54.01826,3329
-2.08232,54.01781,3345
-2.08204,54.01739,3359
-2.08163,54.01701,3374
-2.08126,54.01658,3389
-2.08082,54.01614,3404
-2.08048,54.01566,3419
-2.08015,54.01525,3435
-2.07972,54.01483,3451
-2.07923,54.01436,3466
-2.07889,54.01387,3480
-2.07846,54.0134,3494
-2.07802,54.01297,3508
-2.07758,54.01258,3523
-2.07706,54.01222,3538
-2.07655,54.01189,3554
-2.07607,54.01156,3568
-2.07564,54.01121,3582
-2.07515,54.01084,3594
-2.0747,54.01046,3608
-2.07437,54.01011,3622
-2.07393,54.00981,3637
-2.0735,54.00952,3653
-2.07306,54.00915,3669
-2.07277,54.00873,3687
-2.07253,54.00835,3703
-2.07221,54.00794,3724
-2.07187,54.00759,3741
-2.07156,54.00722,3759
-2.07127,54.00688,3780
-2.07103,54.00648,3795
-2.07081,54.00605,3811
-2.07052,54.00558,3826
-2.0703,54.00515,3843
-2.07007,54.00471,3861
-2.06983,54.00424,3878
-2.0697,54.00378,3895
-2.06959,54.00329,3911
-2.0695,54.0028,3928
-2.06939,54.00235,3944
-2.06931,54.00188,3962
-2.06926,54.00144,3978
-2.06918,54.00093,3997
-2.06916,54.00043,4014
-2.06916,53.99991,4033
-2.06924,53.99942,4052
-2.06927,53.99902,4072
-2.06928,53.99842,4088
-2.06931,53.99794,4107
-2.06934,53.99745,4126
-2.06946,53.99695,4141
-2.06955,53.99645,4160
-2.0696,53.996,4175
-2.06966,53.99551,4193
-2.06971,53.99493,4213
-2.06971,53.99443,4227
-2.06988,53.99393,4242
-2.0702,53.9932,4257
-2.07043,53.99257,4271
-2.07061,53.99192,4284
-2.07077,53.99129,4298
-2.07091,53.99074,4302
-2.07116,53.98998,4327
-2.07133,53.98938,4341
-2.07155,53.98879,4355
-2.07172,53.98815,4369
-2.07193,53.98753,4382
-2.07214,53.9869,4397
-2.07232,53.98644,4409
